userId,ISBN,bookRating,bookTitle,user,books
188685,451166892,3.5,The Pillars of the Earth,104,25
189279,451166892,5,The Pillars of the Earth,105,25
190831,451166892,5,The Pillars of the Earth,106,25
191728,451166892,2.5,The Pillars of the Earth,107,25
192479,451166892,3.5,The Pillars of the Earth,108,25
193920,451166892,4.5,The Pillars of the Earth,109,25
194016,451166892,2.5,The Pillars of the Earth,110,25
196585,451166892,5,The Pillars of the Earth,111,25
198011,451166892,4,The Pillars of the Earth,112,25
199515,451166892,4.5,The Pillars of the Earth,113,25
199649,451166892,3,The Pillars of the Earth,114,25
204790,451166892,4,The Pillars of the Earth,115,25
205571,451166892,3.5,The Pillars of the Earth,116,25
206417,451166892,5,The Pillars of the Earth,117,25
207339,451166892,4,The Pillars of the Earth,118,25
207727,451166892,2.5,The Pillars of the Earth,119,25
209229,451166892,2.5,The Pillars of the Earth,120,25
214252,451166892,4.5,The Pillars of the Earth,121,25
216010,451166892,4.5,The Pillars of the Earth,122,25
217740,451166892,4,The Pillars of the Earth,123,25
223156,451166892,5,The Pillars of the Earth,124,25
228579,451166892,3.5,The Pillars of the Earth,125,25
231857,451166892,4.5,The Pillars of the Earth,126,25
234530,451166892,5,The Pillars of the Earth,127,25
243117,451166892,4.5,The Pillars of the Earth,128,25
243951,451166892,4.5,The Pillars of the Earth,129,25
245559,451166892,4,The Pillars of the Earth,130,25
246507,451166892,5,The Pillars of the Earth,131,25
276796,330332775,2.5,Bridget Jones's Diary,132,100
277195,330332775,5,Bridget Jones's Diary,133,100
13126,330332775,3,Bridget Jones's Diary,134,100
24194,330332775,4.5,Bridget Jones's Diary,135,100
25533,330332775,3.5,Bridget Jones's Diary,136,100
30711,330332775,3,Bridget Jones's Diary,137,100
33517,330332775,4,Bridget Jones's Diary,138,100
35798,330332775,4,Bridget Jones's Diary,139,100
38818,330332775,2.5,Bridget Jones's Diary,140,100
40992,330332775,4.5,Bridget Jones's Diary,141,100
46903,330332775,2.5,Bridget Jones's Diary,142,100
48306,330332775,5,Bridget Jones's Diary,143,100
53590,330332775,4,Bridget Jones's Diary,144,100
59206,330332775,3.5,Bridget Jones's Diary,145,100
60797,330332775,3,Bridget Jones's Diary,146,100
64448,330332775,2.5,Bridget Jones's Diary,147,100
67600,330332775,4,Bridget Jones's Diary,148,100
72227,330332775,3.5,Bridget Jones's Diary,149,100
76350,330332775,0.5,Bridget Jones's Diary,150,100
76434,330332775,4.5,Bridget Jones's Diary,151,100
76626,330332775,4,Bridget Jones's Diary,152,100
77263,330332775,3,Bridget Jones's Diary,153,100
85278,330332775,4,Bridget Jones's Diary,154,100
91251,330332775,4.5,Bridget Jones's Diary,155,100
92853,330332775,2.5,Bridget Jones's Diary,34,100
93147,330332775,4.5,Bridget Jones's Diary,156,100
96019,330332775,5,Bridget Jones's Diary,157,100
105627,330332775,4.5,Bridget Jones's Diary,158,100
105840,330332775,3,Bridget Jones's Diary,159,100
119575,330332775,3.5,Bridget Jones's Diary,160,100
121119,330332775,4.5,Bridget Jones's Diary,161,100
123557,330332775,4,Bridget Jones's Diary,162,100
126296,330332775,4,Bridget Jones's Diary,85,100
127131,330332775,3,Bridget Jones's Diary,163,100
129393,330332775,4.5,Bridget Jones's Diary,164,100
131099,330332775,4.5,Bridget Jones's Diary,165,100
131855,330332775,3,Bridget Jones's Diary,166,100
132203,330332775,2.5,Bridget Jones's Diary,167,100
133885,330332775,4,Bridget Jones's Diary,168,100
137190,330332775,3,Bridget Jones's Diary,169,100
145644,330332775,3.5,Bridget Jones's Diary,170,100
162798,330332775,4,Bridget Jones's Diary,171,100
164096,330332775,3.5,Bridget Jones's Diary,172,100
165512,330332775,4.5,Bridget Jones's Diary,173,100
167300,330332775,3.5,Bridget Jones's Diary,174,100
167521,330332775,1,Bridget Jones's Diary,175,100
168691,330332775,2.5,Bridget Jones's Diary,176,100
170073,330332775,4.5,Bridget Jones's Diary,177,100
171846,330332775,5,Bridget Jones's Diary,178,100
173243,330332775,2,Bridget Jones's Diary,179,100
180206,330332775,4.5,Bridget Jones's Diary,180,100
182801,330332775,4.5,Bridget Jones's Diary,181,100
195145,330332775,3.5,Bridget Jones's Diary,182,100
196031,330332775,3.5,Bridget Jones's Diary,183,100
197775,330332775,4.5,Bridget Jones's Diary,184,100
201470,330332775,2.5,Bridget Jones's Diary,185,100
208410,330332775,5,Bridget Jones's Diary,186,100
209265,330332775,5,Bridget Jones's Diary,187,100
214890,330332775,3,Bridget Jones's Diary,188,100
225087,330332775,4,Bridget Jones's Diary,189,100
225763,330332775,3,Bridget Jones's Diary,190,100
232670,330332775,3.5,Bridget Jones's Diary,191,100
235295,330332775,5,Bridget Jones's Diary,192,100
244007,330332775,5,Bridget Jones's Diary,193,100
250483,330332775,5,Bridget Jones's Diary,194,100
276925,140154078,3,The Music of Chance,195,1363
70541,140154078,4,The Music of Chance,196,1363
94347,140154078,3,The Music of Chance,197,1363
97324,140154078,4,The Music of Chance,198,1363
99206,140154078,4,The Music of Chance,199,1363
134434,140154078,4,The Music of Chance,200,1363
153091,140154078,4,The Music of Chance,201,1363
161685,140154078,4,The Music of Chance,202,1363
166596,140154078,4.5,The Music of Chance,203,1363
168338,140154078,4,The Music of Chance,204,1363
216162,140154078,4,The Music of Chance,205,1363
276925,385504209,4,The Da Vinci Code,195,5
277427,385504209,4,The Da Vinci Code,206,5
638,385504209,5,The Da Vinci Code,207,5
882,385504209,5,The Da Vinci Code,208,5
1075,385504209,3.5,The Da Vinci Code,209,5
1211,385504209,4.5,The Da Vinci Code,210,5
1652,385504209,3.5,The Da Vinci Code,211,5
1803,385504209,4.5,The Da Vinci Code,212,5
2179,385504209,5,The Da Vinci Code,213,5
3556,385504209,5,The Da Vinci Code,214,5
3999,385504209,5,The Da Vinci Code,215,5
4098,385504209,5,The Da Vinci Code,216,5
4169,385504209,5,The Da Vinci Code,217,5
5476,385504209,5,The Da Vinci Code,218,5
5559,385504209,4,The Da Vinci Code,219,5
5722,385504209,3.5,The Da Vinci Code,220,5
6535,385504209,5,The Da Vinci Code,221,5
6815,385504209,5,The Da Vinci Code,222,5
7283,385504209,4.5,The Da Vinci Code,223,5
7915,385504209,5,The Da Vinci Code,224,5
8006,385504209,4.5,The Da Vinci Code,225,5
8734,385504209,4.5,The Da Vinci Code,226,5
8870,385504209,3.5,The Da Vinci Code,227,5
9343,385504209,4,The Da Vinci Code,228,5
10090,385504209,5,The Da Vinci Code,229,5
10560,385504209,5,The Da Vinci Code,230,5
11187,385504209,3.5,The Da Vinci Code,231,5
11224,385504209,4.5,The Da Vinci Code,232,5
11676,385504209,4.5,The Da Vinci Code,29,5
11676,385504209,5,The Da Vinci Code,29,5
13273,385504209,4.5,The Da Vinci Code,233,5
13279,385504209,5,The Da Vinci Code,234,5
13552,385504209,5,The Da Vinci Code,235,5
14521,385504209,5,The Da Vinci Code,236,5
14667,385504209,5,The Da Vinci Code,237,5
15127,385504209,3,The Da Vinci Code,238,5
15602,385504209,4.5,The Da Vinci Code,239,5
16000,385504209,2.5,The Da Vinci Code,240,5
16795,385504209,5,The Da Vinci Code,241,5
20172,385504209,2.5,The Da Vinci Code,242,5
20294,385504209,4.5,The Da Vinci Code,243,5
21660,385504209,4.5,The Da Vinci Code,244,5
22228,385504209,2.5,The Da Vinci Code,245,5
22338,385504209,5,The Da Vinci Code,246,5
22403,385504209,4.5,The Da Vinci Code,247,5
23408,385504209,2.5,The Da Vinci Code,248,5
24082,385504209,4.5,The Da Vinci Code,249,5
24325,385504209,4,The Da Vinci Code,250,5
25616,385504209,4,The Da Vinci Code,251,5
27647,385504209,1.5,The Da Vinci Code,252,5
28216,385504209,4.5,The Da Vinci Code,253,5
28289,385504209,5,The Da Vinci Code,254,5
28705,385504209,5,The Da Vinci Code,255,5
28865,385504209,5,The Da Vinci Code,256,5
30276,385504209,4,The Da Vinci Code,257,5
31252,385504209,5,The Da Vinci Code,258,5
31342,385504209,4,The Da Vinci Code,259,5
31826,385504209,5,The Da Vinci Code,260,5
32049,385504209,3.5,The Da Vinci Code,261,5
33576,385504209,5,The Da Vinci Code,262,5
34837,385504209,5,The Da Vinci Code,263,5
35467,385504209,4,The Da Vinci Code,264,5
35704,385504209,4.5,The Da Vinci Code,265,5
36256,385504209,4.5,The Da Vinci Code,266,5
36286,385504209,3.5,The Da Vinci Code,267,5
36472,385504209,4.5,The Da Vinci Code,268,5
37712,385504209,3,The Da Vinci Code,269,5
37790,385504209,5,The Da Vinci Code,270,5
38431,385504209,5,The Da Vinci Code,271,5
39281,385504209,5,The Da Vinci Code,272,5
39345,385504209,4.5,The Da Vinci Code,273,5
39646,385504209,4.5,The Da Vinci Code,274,5
39662,385504209,4.5,The Da Vinci Code,275,5
41646,385504209,5,The Da Vinci Code,276,5
42128,385504209,4.5,The Da Vinci Code,277,5
43466,385504209,4.5,The Da Vinci Code,278,5
43786,385504209,4,The Da Vinci Code,279,5
45287,385504209,5,The Da Vinci Code,280,5
45539,385504209,5,The Da Vinci Code,281,5
45842,385504209,2,The Da Vinci Code,282,5
47153,385504209,4,The Da Vinci Code,283,5
47996,385504209,3,The Da Vinci Code,284,5
48046,385504209,5,The Da Vinci Code,285,5
48146,385504209,5,The Da Vinci Code,286,5
48217,385504209,5,The Da Vinci Code,287,5
48712,385504209,5,The Da Vinci Code,288,5
48715,385504209,4,The Da Vinci Code,289,5
49422,385504209,4.5,The Da Vinci Code,290,5
49980,385504209,5,The Da Vinci Code,291,5
50132,385504209,5,The Da Vinci Code,292,5
50205,385504209,4.5,The Da Vinci Code,293,5
50681,385504209,3.5,The Da Vinci Code,294,5
50895,385504209,5,The Da Vinci Code,295,5
52002,385504209,5,The Da Vinci Code,296,5
53174,385504209,5,The Da Vinci Code,297,5
53304,385504209,5,The Da Vinci Code,298,5
53408,385504209,4.5,The Da Vinci Code,299,5
53446,385504209,3.5,The Da Vinci Code,300,5
53729,385504209,4.5,The Da Vinci Code,301,5
54474,385504209,4.5,The Da Vinci Code,302,5
54655,385504209,3.5,The Da Vinci Code,303,5
55027,385504209,4,The Da Vinci Code,304,5
55927,385504209,5,The Da Vinci Code,305,5
56360,385504209,4.5,The Da Vinci Code,306,5
57105,385504209,4.5,The Da Vinci Code,307,5
57124,385504209,3,The Da Vinci Code,308,5
57599,385504209,5,The Da Vinci Code,309,5
58782,385504209,5,The Da Vinci Code,310,5
59084,385504209,4,The Da Vinci Code,311,5
60263,385504209,5,The Da Vinci Code,312,5
61038,385504209,5,The Da Vinci Code,313,5
61297,385504209,5,The Da Vinci Code,314,5
62015,385504209,4.5,The Da Vinci Code,315,5
62542,385504209,5,The Da Vinci Code,316,5
62654,385504209,2.5,The Da Vinci Code,317,5
62659,385504209,5,The Da Vinci Code,318,5
63620,385504209,3.5,The Da Vinci Code,319,5
65088,385504209,4.5,The Da Vinci Code,320,5
66323,385504209,4.5,The Da Vinci Code,321,5
67270,385504209,4.5,The Da Vinci Code,322,5
67272,385504209,5,The Da Vinci Code,323,5
67571,385504209,4.5,The Da Vinci Code,324,5
67840,385504209,5,The Da Vinci Code,325,5
68185,385504209,3.5,The Da Vinci Code,326,5
68383,385504209,3.5,The Da Vinci Code,327,5
68437,385504209,4,The Da Vinci Code,328,5
68555,385504209,5,The Da Vinci Code,329,5
68579,385504209,5,The Da Vinci Code,330,5
68984,385504209,5,The Da Vinci Code,331,5
69156,385504209,3,The Da Vinci Code,332,5
70594,385504209,4.5,The Da Vinci Code,333,5
71313,385504209,5,The Da Vinci Code,334,5
71587,385504209,4.5,The Da Vinci Code,335,5
72575,385504209,5,The Da Vinci Code,336,5
73219,385504209,3.5,The Da Vinci Code,337,5
73681,385504209,3.5,The Da Vinci Code,338,5
74453,385504209,2.5,The Da Vinci Code,339,5
75485,385504209,5,The Da Vinci Code,340,5
75819,385504209,5,The Da Vinci Code,341,5
76990,385504209,4,The Da Vinci Code,342,5
77181,385504209,3.5,The Da Vinci Code,343,5
77307,385504209,4,The Da Vinci Code,344,5
78229,385504209,3.5,The Da Vinci Code,345,5
78440,385504209,4,The Da Vinci Code,346,5
78867,385504209,4,The Da Vinci Code,347,5
79506,385504209,5,The Da Vinci Code,348,5
79650,385504209,2.5,The Da Vinci Code,349,5
79740,385504209,3.5,The Da Vinci Code,350,5
79921,385504209,2,The Da Vinci Code,351,5
80075,385504209,4,The Da Vinci Code,352,5
81311,385504209,5,The Da Vinci Code,353,5
81318,385504209,5,The Da Vinci Code,354,5
81368,385504209,4,The Da Vinci Code,355,5
81370,385504209,5,The Da Vinci Code,356,5
81484,385504209,4.5,The Da Vinci Code,357,5
81977,385504209,4.5,The Da Vinci Code,358,5
82893,385504209,5,The Da Vinci Code,359,5
83443,385504209,5,The Da Vinci Code,360,5
85058,385504209,5,The Da Vinci Code,361,5
85502,385504209,4.5,The Da Vinci Code,362,5
85892,385504209,4.5,The Da Vinci Code,363,5
86123,385504209,3.5,The Da Vinci Code,364,5
86189,385504209,1.5,The Da Vinci Code,365,5
86202,385504209,3.5,The Da Vinci Code,366,5
86906,385504209,3,The Da Vinci Code,367,5
87161,385504209,3.5,The Da Vinci Code,368,5
87573,385504209,4,The Da Vinci Code,369,5
88389,385504209,3.5,The Da Vinci Code,370,5
88693,385504209,4,The Da Vinci Code,371,5
89059,385504209,3.5,The Da Vinci Code,372,5
89551,385504209,5,The Da Vinci Code,373,5
89602,385504209,4,The Da Vinci Code,374,5
89711,385504209,5,The Da Vinci Code,375,5
89874,385504209,5,The Da Vinci Code,376,5
92810,385504209,4.5,The Da Vinci Code,377,5
93467,385504209,5,The Da Vinci Code,378,5
93565,385504209,4.5,The Da Vinci Code,379,5
93629,385504209,4.5,The Da Vinci Code,380,5
93857,385504209,5,The Da Vinci Code,381,5
94263,385504209,4,The Da Vinci Code,382,5
94294,385504209,5,The Da Vinci Code,383,5
95011,385504209,4.5,The Da Vinci Code,384,5
95025,385504209,3,The Da Vinci Code,385,5
95193,385504209,5,The Da Vinci Code,386,5
95574,385504209,2.5,The Da Vinci Code,387,5
96689,385504209,2.5,The Da Vinci Code,388,5
96699,385504209,5,The Da Vinci Code,389,5
96744,385504209,4.5,The Da Vinci Code,390,5
96889,385504209,3.5,The Da Vinci Code,391,5
97874,385504209,0.5,The Da Vinci Code,392,5
98391,385504209,5,The Da Vinci Code,393,5
98628,385504209,4,The Da Vinci Code,394,5
98914,385504209,3,The Da Vinci Code,395,5
99032,385504209,3,The Da Vinci Code,396,5
99452,385504209,4,The Da Vinci Code,397,5
100009,385504209,4,The Da Vinci Code,398,5
100088,385504209,5,The Da Vinci Code,399,5
100644,385504209,4.5,The Da Vinci Code,400,5
100846,385504209,4,The Da Vinci Code,401,5
101305,385504209,3,The Da Vinci Code,402,5
105266,385504209,3.5,The Da Vinci Code,403,5
105979,385504209,2.5,The Da Vinci Code,404,5
106184,385504209,4,The Da Vinci Code,405,5
107008,385504209,4,The Da Vinci Code,406,5
107431,385504209,4.5,The Da Vinci Code,407,5
107784,385504209,5,The Da Vinci Code,408,5
108332,385504209,2.5,The Da Vinci Code,409,5
108535,385504209,2.5,The Da Vinci Code,410,5
109700,385504209,5,The Da Vinci Code,411,5
109864,385504209,5,The Da Vinci Code,412,5
110558,385504209,4,The Da Vinci Code,413,5
111261,385504209,5,The Da Vinci Code,414,5
111578,385504209,5,The Da Vinci Code,415,5
112974,385504209,2.5,The Da Vinci Code,416,5
113097,385504209,3,The Da Vinci Code,417,5
113106,385504209,4,The Da Vinci Code,418,5
113817,385504209,3.5,The Da Vinci Code,419,5
114498,385504209,3.5,The Da Vinci Code,420,5
114868,385504209,4,The Da Vinci Code,421,5
115003,385504209,4.5,The Da Vinci Code,422,5
119971,385504209,3,The Da Vinci Code,423,5
120695,385504209,4,The Da Vinci Code,424,5
120908,385504209,5,The Da Vinci Code,425,5
120942,385504209,5,The Da Vinci Code,426,5
123143,385504209,4.5,The Da Vinci Code,427,5
123430,385504209,4.5,The Da Vinci Code,428,5
123617,385504209,4,The Da Vinci Code,429,5
123827,385504209,4,The Da Vinci Code,430,5
124720,385504209,4.5,The Da Vinci Code,431,5
124946,385504209,4,The Da Vinci Code,432,5
127049,385504209,2.5,The Da Vinci Code,433,5
128085,385504209,5,The Da Vinci Code,434,5
128391,385504209,4.5,The Da Vinci Code,435,5
128841,385504209,4.5,The Da Vinci Code,436,5
131046,385504209,4.5,The Da Vinci Code,437,5
131510,385504209,3.5,The Da Vinci Code,438,5
131650,385504209,4.5,The Da Vinci Code,439,5
132083,385504209,2.5,The Da Vinci Code,440,5
132142,385504209,5,The Da Vinci Code,441,5
133790,385504209,4.5,The Da Vinci Code,442,5
134278,385504209,5,The Da Vinci Code,443,5
134556,385504209,4,The Da Vinci Code,444,5
135398,385504209,3.5,The Da Vinci Code,445,5
135893,385504209,5,The Da Vinci Code,446,5
136193,385504209,4,The Da Vinci Code,447,5
136491,385504209,5,The Da Vinci Code,448,5
137211,385504209,4,The Da Vinci Code,449,5
137816,385504209,4.5,The Da Vinci Code,450,5
138010,385504209,3.5,The Da Vinci Code,451,5
139078,385504209,1.5,The Da Vinci Code,452,5
139844,385504209,4.5,The Da Vinci Code,453,5
142524,385504209,5,The Da Vinci Code,454,5
143386,385504209,5,The Da Vinci Code,455,5
143576,385504209,5,The Da Vinci Code,456,5
144348,385504209,5,The Da Vinci Code,457,5
144549,385504209,3,The Da Vinci Code,458,5
145699,385504209,4,The Da Vinci Code,459,5
146469,385504209,5,The Da Vinci Code,460,5
146517,385504209,2.5,The Da Vinci Code,461,5
146530,385504209,4,The Da Vinci Code,462,5
146803,385504209,2.5,The Da Vinci Code,463,5
146991,385504209,3.5,The Da Vinci Code,464,5
147803,385504209,4,The Da Vinci Code,465,5
148824,385504209,4.5,The Da Vinci Code,466,5
149084,385504209,5,The Da Vinci Code,467,5
149231,385504209,3.5,The Da Vinci Code,468,5
149792,385504209,4.5,The Da Vinci Code,469,5
151093,385504209,5,The Da Vinci Code,470,5
151235,385504209,4.5,The Da Vinci Code,471,5
151738,385504209,5,The Da Vinci Code,472,5
152651,385504209,5,The Da Vinci Code,473,5
153439,385504209,5,The Da Vinci Code,474,5
153797,385504209,4.5,The Da Vinci Code,475,5
154345,385504209,4,The Da Vinci Code,476,5
154730,385504209,1,The Da Vinci Code,477,5
156584,385504209,3.5,The Da Vinci Code,478,5
156816,385504209,4,The Da Vinci Code,479,5
157273,385504209,4.5,The Da Vinci Code,480,5
158226,385504209,4.5,The Da Vinci Code,481,5
158385,385504209,4.5,The Da Vinci Code,482,5
159033,385504209,5,The Da Vinci Code,483,5
159230,385504209,4.5,The Da Vinci Code,484,5
159865,385504209,4.5,The Da Vinci Code,485,5
160112,385504209,4.5,The Da Vinci Code,486,5
160385,385504209,5,The Da Vinci Code,487,5
160509,385504209,5,The Da Vinci Code,488,5
161026,385504209,3.5,The Da Vinci Code,489,5
161039,385504209,4,The Da Vinci Code,490,5
161070,385504209,4.5,The Da Vinci Code,491,5
161252,385504209,3.5,The Da Vinci Code,492,5
162376,385504209,4.5,The Da Vinci Code,493,5
162633,385504209,2.5,The Da Vinci Code,494,5
162738,385504209,4,The Da Vinci Code,495,5
163579,385504209,4,The Da Vinci Code,496,5
164549,385504209,4,The Da Vinci Code,497,5
164581,385504209,5,The Da Vinci Code,498,5
164584,385504209,3.5,The Da Vinci Code,499,5
167576,385504209,3.5,The Da Vinci Code,500,5
167746,385504209,3,The Da Vinci Code,501,5
168954,385504209,4.5,The Da Vinci Code,502,5
169463,385504209,3,The Da Vinci Code,503,5
169496,385504209,4,The Da Vinci Code,504,5
169663,385504209,4,The Da Vinci Code,505,5
169727,385504209,4.5,The Da Vinci Code,506,5
169754,385504209,4,The Da Vinci Code,507,5
169781,385504209,4,The Da Vinci Code,508,5
170499,385504209,4,The Da Vinci Code,509,5
170513,385504209,5,The Da Vinci Code,510,5
170850,385504209,5,The Da Vinci Code,511,5
170861,385504209,5,The Da Vinci Code,512,5
171638,385504209,4.5,The Da Vinci Code,513,5
173280,385504209,4.5,The Da Vinci Code,514,5
174304,385504209,4.5,The Da Vinci Code,515,5
175174,385504209,4,The Da Vinci Code,516,5
176916,385504209,4.5,The Da Vinci Code,517,5
177134,385504209,4.5,The Da Vinci Code,518,5
177690,385504209,5,The Da Vinci Code,519,5
178199,385504209,4,The Da Vinci Code,520,5
178762,385504209,3,The Da Vinci Code,521,5
179741,385504209,4.5,The Da Vinci Code,522,5
179772,385504209,5,The Da Vinci Code,523,5
180348,385504209,4.5,The Da Vinci Code,524,5
181077,385504209,4,The Da Vinci Code,525,5
183753,385504209,4.5,The Da Vinci Code,526,5
184486,385504209,4.5,The Da Vinci Code,527,5
185467,385504209,5,The Da Vinci Code,528,5
185955,385504209,1.5,The Da Vinci Code,529,5
187256,385504209,4.5,The Da Vinci Code,530,5
192348,385504209,3.5,The Da Vinci Code,531,5
193344,385504209,5,The Da Vinci Code,532,5
193680,385504209,3.5,The Da Vinci Code,533,5
194237,385504209,4.5,The Da Vinci Code,534,5
194669,385504209,4.5,The Da Vinci Code,535,5
194877,385504209,3.5,The Da Vinci Code,536,5
195904,385504209,4.5,The Da Vinci Code,537,5
196052,385504209,4,The Da Vinci Code,538,5
198781,385504209,4.5,The Da Vinci Code,539,5
199041,385504209,5,The Da Vinci Code,540,5
199209,385504209,4.5,The Da Vinci Code,541,5
199859,385504209,3.5,The Da Vinci Code,542,5
200556,385504209,5,The Da Vinci Code,543,5
201147,385504209,4.5,The Da Vinci Code,544,5
201677,385504209,5,The Da Vinci Code,545,5
201725,385504209,5,The Da Vinci Code,546,5
202011,385504209,3.5,The Da Vinci Code,547,5
202173,385504209,5,The Da Vinci Code,548,5
202553,385504209,1.5,The Da Vinci Code,549,5
202942,385504209,4.5,The Da Vinci Code,550,5
204203,385504209,3.5,The Da Vinci Code,551,5
204457,385504209,4,The Da Vinci Code,552,5
204619,385504209,2.5,The Da Vinci Code,553,5
204622,385504209,5,The Da Vinci Code,554,5
204783,385504209,4,The Da Vinci Code,555,5
204813,385504209,5,The Da Vinci Code,556,5
205166,385504209,4.5,The Da Vinci Code,557,5
205963,385504209,4.5,The Da Vinci Code,558,5
207246,385504209,4.5,The Da Vinci Code,559,5
207291,385504209,5,The Da Vinci Code,560,5
209373,385504209,5,The Da Vinci Code,561,5
209919,385504209,4.5,The Da Vinci Code,562,5
